timestamp,voltage,current,active_power,power_factor
2024-01-01 00:00:00,230.60943415950885,1.9548049020146492,388.1193308647469,0.863907542957213
2024-01-01 00:00:01,227.920031787519,1.9491254624582655,384.78718362884774,0.8154082631533766
2024-01-01 00:00:02,231.50090239161293,2.074811926903752,422.4680530435483,0.8616780251584119
2024-01-01 00:00:03,231.88112943278242,2.072263067247163,423.38013038934844,0.850577556554815
2024-01-01 00:00:04,226.09792962269233,1.9222186456917452,384.34170274850834,0.858877835360985
2024-01-01 00:00:05,227.39564098627537,2.190523863568319,445.94277199455354,0.8396161008837997
2024-01-01 00:00:06,230.25568080633457,2.0843175116935186,415.0169264722704,0.8750263473334625
2024-01-01 00:00:07,229.36751481531283,1.9980321911831838,404.63605111224615,0.8320117416525156
2024-01-01 00:00:08,229.96639768499142,2.243284242353911,452.93548774556535,0.8873723053485304
2024-01-01 00:00:09,228.29391214485284,2.2021310219009265,435.0108654293561,0.8559121185919583
2024-01-01 00:00:10,231.75879594972565,2.0281290292549987,420.8571544638232,0.8375973940743271
2024-01-01 00:00:11,231.5555838708579,2.3471685685437143,464.5697517468846,0.8991001614216232
2024-01-01 00:00:12,230.13206139512243,2.250029683111176,458.56722168590164,0.8674005407895373
2024-01-01 00:00:13,232.25448241393607,2.1976480808492047,452.4274076627813,0.9084414518775488
2024-01-01 00:00:14,230.9350186845041,2.3720110618920534,490.683253501526,0.8962521827272181
2024-01-01 00:00:15,228.28141507423354,2.2430300436884885,448.5125156245502,0.8573930833215135
2024-01-01 00:00:16,230.737501568165,2.23817869695678,447.27179602778864,0.8731813701649698
2024-01-01 00:00:17,228.082234798342,2.1886056689639766,444.9644263950316,0.8788209485444514
2024-01-01 00:00:18,231.75690060261454,2.3262178544591285,479.02733194460274,0.908438756947991
2024-01-01 00:00:19,229.9001481780275,2.3288254565063164,468.48110179579703,0.8881686564813022
2024-01-01 00:00:20,229.63027527290947,2.295487769279721,468.28386408460455,0.8844424981118871
2024-01-01 00:00:21,228.63814091119212,2.2275852630639226,439.73590919045034,0.8784097615704941
2024-01-01 00:00:22,232.44508267734807,2.331838162970339,476.6970056284901,0.8828789161864956
2024-01-01 00:00:23,229.6909410358624,2.3238116015130412,476.78465251839776,0.9114562319758821
2024-01-01 00:00:24,229.14334435567378,2.209063572828091,438.31144676223624,0.8869040962708609
2024-01-01 00:00:25,229.29573289902353,2.2065110377154022,442.2844808227843,0.8803865464789123
2024-01-01 00:00:26,231.0646183711067,2.421139478018817,502.12633003035387,0.8784433951700681
2024-01-01 00:00:27,230.73088812872817,2.115006975837563,434.27408893395557,0.8800954685161979
2024-01-01 00:00:28,230.82546522319197,2.405937883759495,496.67990440366475,0.8645559163451197
2024-01-01 00:00:29,230.86164200601576,2.3474088282716363,471.07644065386097,0.8790068738757556
2024-01-01 00:00:30,234.2832952017409,2.5354716758303186,534.5129961444967,0.9253884585741113
2024-01-01 00:00:31,229.18716996723077,2.3643303379673783,464.7266202617337,0.8926825229352182
2024-01-01 00:00:32,228.97551454185694,2.4882470661142584,499.06392052289317,0.9122856342645586
2024-01-01 00:00:33,228.37245454350423,2.390811571557801,477.18023657218583,0.8499932593941437
2024-01-01 00:00:34,231.23195884515098,2.4496568024424095,504.0862540159882,0.9122933622925526
2024-01-01 00:00:35,232.25794458544178,2.519311707370794,523.9436181670267,0.8990462503034503
2024-01-01 00:00:36,229.77210508469025,2.406278328668169,490.17348002457817,0.8939777616478739
2024-01-01 00:00:37,228.31968704607493,2.5586481915530896,514.8702723535243,0.9085457791156198
2024-01-01 00:00:38,228.35103756861753,2.3656282945391043,470.70935150802876,0.8963165268785431
2024-01-01 00:00:39,231.3011855756494,2.5000033894812526,506.27057945137926,0.8650480970006148
2024-01-01 00:00:40,231.4865083424069,2.5678892655770107,520.4041749703648,0.9272489098815886
2024-01-01 00:00:41,231.0863085366104,2.5462403761101804,500.7403375965539,0.9149281344302752
2024-01-01 00:00:42,228.66898058542262,2.6760180384142878,535.5252170606924,0.9050379305951796
2024-01-01 00:00:43,230.46432264613344,2.4116880462662436,496.2246173654381,0.8932269245975866
2024-01-01 00:00:44,230.23337161828147,2.3532933695271234,479.7501362360371,0.8843718851886034
2024-01-01 00:00:45,230.43737719345802,2.394465852107451,490.9608497284532,0.9194495433229629
2024-01-01 00:00:46,231.7428575558964,2.562146781120051,516.2880371339121,0.9484271152223581
2024-01-01 00:00:47,230.44719109754936,2.547607896183528,514.5534417872954,0.9213918924838422
2024-01-01 00:00:48,231.3578271261438,2.5092625715026715,494.42882922953663,0.8908269688184457
2024-01-01 00:00:49,230.13515813897777,2.3874695214140336,477.54630689319254,0.9241212596046988
2024-01-01 00:00:50,230.57823879737998,2.576686574966017,519.1018638247759,0.9196715953246296
2024-01-01 00:00:51,231.2625764516771,2.3772700539253413,474.3229136968696,0.9391213854751047
2024-01-01 00:00:52,227.08568836028866,2.6148824989019266,505.6595818107886,0.9350594915758025
2024-01-01 00:00:53,229.3606575672854,2.783485458723462,564.6973350551824,0.8642746813029558
2024-01-01 00:00:54,229.0592546914144,2.532649104390482,505.72801021852985,0.9359440055571155
2024-01-01 00:00:55,228.72224430351332,2.5520871907452833,508.2932086816291,0.9059990694432953
2024-01-01 00:00:56,229.44971549754663,2.4417750024429656,483.2278288594378,0.8986447913836999
2024-01-01 00:00:57,232.9898826224688,2.306839146535084,471.3030448043019,0.9243015693721881
2024-01-01 00:00:58,228.26833776861352,2.4239061004786167,482.42389715970296,0.937262848990004
2024-01-01 00:00:59,231.93655670918295,2.3707277673983507,480.4108880094282,0.8971816015335807
